ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9988175,HY178390,03/10/2015 04:00:00 AM,007XX N LARAMIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1531,015,28,25,14,1141597,1904456,2015,03/17/2015 12:53:42 PM,41.893897271,-87.755413332,"(41.893897271, -87.755413332)"
9988162,HY178387,03/10/2015 04:00:00 AM,113XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2233,022,34,49,08B,1173961,1829766,2015,03/17/2015 12:53:42 PM,41.688280295,-87.638767424,"(41.688280295, -87.638767424)"
9988160,HY178362,03/10/2015 03:49:00 AM,037XX S NORMAL AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE-GARAGE,false,false,0915,009,11,60,26,1173539,1879945,2015,03/17/2015 12:53:42 PM,41.825986979,-87.638829325,"(41.825986979, -87.638829325)"
9988161,HY178363,03/10/2015 03:48:00 AM,033XX S WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0911,009,12,59,14,1160858,1882468,2015,03/17/2015 12:53:42 PM,41.833182256,-87.685283294,"(41.833182256, -87.685283294)"
9988138,HY178359,03/10/2015 03:41:00 AM,015XX N ASHLAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1433,014,1,24,08B,1165477,1910578,2015,03/17/2015 12:53:42 PM,41.910221598,-87.667535287,"(41.910221598, -87.667535287)"
9988146,HY178358,03/10/2015 03:35:00 AM,078XX S INGLESIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0624,006,8,69,14,1183884,1853127,2015,03/17/2015 12:53:42 PM,41.752160356,-87.601713536,"(41.752160356, -87.601713536)"
9988827,HY178496,03/10/2015 03:20:00 AM,038XX W GRAND AVE,0610,BURGLARY,FORCIBLE ENTRY,PARKING LOT/GARAGE(NON.RESID.),false,false,2535,025,27,23,05,1150565,1908357,2015,03/17/2015 12:53:42 PM,41.904431526,-87.722374482,"(41.904431526, -87.722374482)"
9988145,HY178350,03/10/2015 03:10:00 AM,079XX S LANGLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0624,006,6,44,08B,1182317,1852328,2015,03/17/2015 12:53:42 PM,41.750004237,-87.607480542,"(41.750004237, -87.607480542)"
9988134,HY178361,03/10/2015 03:10:00 AM,015XX W DIVISION ST,0460,BATTERY,SIMPLE,STREET,false,false,1213,012,1,24,08B,1165580,1908034,2015,03/17/2015 12:53:42 PM,41.903238496,-87.667229479,"(41.903238496, -87.667229479)"
9988112,HY178341,03/10/2015 02:58:00 AM,049XX W MAYPOLE AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,1532,015,28,25,18,1143641,1901055,2015,03/17/2015 12:53:42 PM,41.884526501,-87.747991504,"(41.884526501, -87.747991504)"
9988113,HY178344,03/10/2015 02:45:00 AM,066XX S WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0726,007,15,67,08B,1164538,1860702,2015,03/17/2015 12:53:42 PM,41.773376774,-87.672394787,"(41.773376774, -87.672394787)"
9989063,HY179324,03/10/2015 02:30:00 AM,007XX N ST LOUIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1121,011,27,23,14,1152959,1904532,2015,03/17/2015 12:53:42 PM,41.893888235,-87.713682088,"(41.893888235, -87.713682088)"
9988463,HY178428,03/10/2015 02:30:00 AM,063XX S RICHMOND ST,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,false,false,0823,008,15,66,02,1157765,1862491,2015,03/17/2015 12:53:42 PM,41.778426206,-87.697174691,"(41.778426206, -87.697174691)"
9988126,HY178334,03/10/2015 02:17:00 AM,003XX S CICERO AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1131,011,24,25,03,1144491,1897879,2015,03/17/2015 12:53:42 PM,41.875795221,-87.74495011,"(41.875795221, -87.74495011)"
9988131,HY178330,03/10/2015 02:10:00 AM,003XX W GARFIELD BLVD,0560,ASSAULT,SIMPLE,GAS STATION,true,false,0935,009,3,37,08A,1175187,1868528,2015,03/17/2015 12:53:42 PM,41.794620943,-87.6331245,"(41.794620943, -87.6331245)"
9988090,HY178331,03/10/2015 02:05:00 AM,037XX W 69TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0833,008,13,65,08B,1152494,1858628,2015,03/17/2015 12:53:42 PM,41.767930903,-87.716600238,"(41.767930903, -87.716600238)"
9988125,HY178327,03/10/2015 02:05:00 AM,020XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,true,false,1431,014,1,22,06,1159732,1913254,2015,03/17/2015 12:53:42 PM,41.917685176,-87.688566253,"(41.917685176, -87.688566253)"
9996559,HY182672,03/10/2015 02:00:00 AM,005XX W PERSHING RD,0460,BATTERY,SIMPLE,RESTAURANT,false,true,0915,,11,60,08B,,,2015,03/18/2015 12:40:28 PM,,,
9988295,HY178508,03/10/2015 02:00:00 AM,072XX S HARVARD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0731,007,17,69,14,1175251,1856904,2015,03/17/2015 12:53:42 PM,41.762721989,-87.633236838,"(41.762721989, -87.633236838)"
9988143,HY178333,03/10/2015 02:00:00 AM,063XX S RACINE AVE,0820,THEFT,$500 AND UNDER,STREET,false,true,0724,007,16,67,06,1169362,1862944,2015,03/17/2015 12:53:42 PM,41.779426002,-87.654646248,"(41.779426002, -87.654646248)"
9988116,HY178338,03/10/2015 02:00:00 AM,027XX S DEARBORN ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,0133,001,3,35,08B,1176386,1886421,2015,03/17/2015 12:53:42 PM,41.843694008,-87.628189362,"(41.843694008, -87.628189362)"
9988124,HY178353,03/10/2015 02:00:00 AM,006XX W 65TH ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,false,false,0723,007,20,68,03,1172857,1861737,2015,03/17/2015 12:53:42 PM,41.776037447,-87.641868794,"(41.776037447, -87.641868794)"
9988861,HY178469,03/10/2015 02:00:00 AM,050XX S LAFLIN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0933,009,16,61,06,1167234,1871112,2015,03/17/2015 12:53:42 PM,41.801885798,-87.662213986,"(41.801885798, -87.662213986)"
9990674,HY180773,03/10/2015 01:50:00 AM,021XX W BELMONT AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1921,019,32,5,06,1161215,1921261,2015,03/17/2015 12:53:42 PM,41.939626183,-87.682894493,"(41.939626183, -87.682894493)"
9988826,HY178804,03/10/2015 01:46:00 AM,009XX N AVERS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1112,011,27,23,14,1150502,1906237,2015,03/17/2015 12:53:42 PM,41.898615266,-87.722661334,"(41.898615266, -87.722661334)"
9988141,HY178349,03/10/2015 01:45:00 AM,015XX N SPRINGFIELD AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,VEHICLE NON-COMMERCIAL,false,false,2535,025,30,23,02,1150141,1909757,2015,03/17/2015 12:53:42 PM,41.908281539,-87.723895426,"(41.908281539, -87.723895426)"
9988114,HY178314,03/10/2015 01:38:00 AM,102XX S EWING AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0432,004,10,52,18,1202115,1837599,2015,03/17/2015 12:53:42 PM,41.70910559,-87.535433937,"(41.70910559, -87.535433937)"
9988100,HY178321,03/10/2015 01:34:00 AM,029XX E 79TH ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,CTA BUS STOP,true,false,0421,004,7,43,18,1197113,1853190,2015,03/17/2015 12:53:42 PM,41.752014312,-87.553233926,"(41.752014312, -87.553233926)"
9988101,HY178342,03/10/2015 01:30:00 AM,047XX S WABASH AVE,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,RESIDENCE,true,false,0224,002,3,38,26,1177474,1873632,2015,03/17/2015 12:53:42 PM,41.808575371,-87.624583845,"(41.808575371, -87.624583845)"
9988088,HY178308,03/10/2015 01:30:00 AM,047XX S LAFLIN ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,0933,009,20,61,18,1167091,1873467,2015,03/17/2015 12:53:42 PM,41.808351248,-87.662671031,"(41.808351248, -87.662671031)"
9988109,HY178319,03/10/2015 01:30:00 AM,079XX S HALSTED ST,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,ALLEY,false,false,0621,006,17,71,03,1172300,1852411,2015,03/17/2015 12:53:42 PM,41.750458029,-87.64418461,"(41.750458029, -87.64418461)"
9993263,HY178368,03/10/2015 01:30:00 AM,016XX N NORTH PARK AVE,0850,THEFT,ATTEMPT THEFT,STREET,false,false,1814,018,43,7,06,1173916,1911052,2015,03/17/2015 12:53:42 PM,41.911338338,-87.636519814,"(41.911338338, -87.636519814)"
9988083,HY178316,03/10/2015 01:25:00 AM,057XX N KENMORE AVE,0460,BATTERY,SIMPLE,APARTMENT,true,false,2022,020,48,77,08B,1168161,1938559,2015,03/17/2015 12:53:42 PM,41.986945032,-87.656864081,"(41.986945032, -87.656864081)"
9988064,HY178300,03/10/2015 01:08:00 AM,051XX S CICERO AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,0814,008,23,56,18,1145192,1869835,2015,03/17/2015 12:53:42 PM,41.798825336,-87.743083836,"(41.798825336, -87.743083836)"
9988091,HY178306,03/10/2015 01:04:00 AM,105XX S WENTWORTH AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,true,false,0512,005,34,49,18,1176849,1835288,2015,03/17/2015 12:53:42 PM,41.703369083,-87.628029167,"(41.703369083, -87.628029167)"
9988094,HY178325,03/10/2015 01:00:00 AM,078XX S EMERALD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0621,006,17,71,07,1172618,1852989,2015,03/17/2015 12:53:42 PM,41.752037139,-87.643002319,"(41.752037139, -87.643002319)"
9988072,HY178307,03/10/2015 01:00:00 AM,039XX W 16TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,true,false,1014,010,24,29,18,1150617,1891802,2015,03/17/2015 12:53:42 PM,41.859001789,-87.722616216,"(41.859001789, -87.722616216)"
9988117,HY178302,03/10/2015 01:00:00 AM,014XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0131,001,2,33,08B,1176517,1893780,2015,03/17/2015 12:53:42 PM,41.863884665,-87.627486629,"(41.863884665, -87.627486629)"
9988952,HY179053,03/10/2015 01:00:00 AM,004XX W LAKE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1214,012,42,28,14,1173638,1901755,2015,03/17/2015 12:53:42 PM,41.885833058,-87.63781797,"(41.885833058, -87.63781797)"
9993318,HY183306,03/10/2015 01:00:00 AM,025XX N MARSHFIELD AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,false,false,1931,019,32,7,05,1164937,1917210,2015,03/17/2015 12:53:42 PM,41.928431705,-87.669330389,"(41.928431705, -87.669330389)"
9988102,HY178324,03/10/2015 01:00:00 AM,090XX S ESCANABA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0423,004,10,46,14,1197005,1845378,2015,03/17/2015 12:53:42 PM,41.730580263,-87.553888979,"(41.730580263, -87.553888979)"
9988121,HY178323,03/10/2015 12:58:00 AM,0000X S KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1124,011,28,27,18,1155019,1899608,2015,03/17/2015 12:53:42 PM,41.880335223,-87.706248504,"(41.880335223, -87.706248504)"
9988053,HY178289,03/10/2015 12:50:00 AM,023XX S ALBANY AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,true,true,1033,010,24,30,04A,1156030,1888012,2015,03/17/2015 12:53:42 PM,41.84849423,-87.70284891,"(41.84849423, -87.70284891)"
9988122,HY178299,03/10/2015 12:46:00 AM,005XX S WESTERN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,1135,011,2,28,05,1160443,1897460,2015,03/17/2015 12:53:42 PM,41.874330434,-87.686391565,"(41.874330434, -87.686391565)"
9989722,HY179866,03/10/2015 12:45:00 AM,004XX W 47TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0925,009,11,61,03,1173852,1873800,2015,03/17/2015 12:53:42 PM,41.809117577,-87.637863474,"(41.809117577, -87.637863474)"
9988089,HY178296,03/10/2015 12:42:00 AM,064XX W HIGGINS AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,1613,016,41,10,06,1132361,1934467,2015,03/17/2015 12:53:42 PM,41.976416617,-87.788634427,"(41.976416617, -87.788634427)"
9988052,HY178292,03/10/2015 12:30:00 AM,051XX N PULASKI RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,BRIDGE,false,true,1712,017,39,13,08B,1148753,1934046,2015,03/17/2015 12:53:42 PM,41.974959524,-87.728364574,"(41.974959524, -87.728364574)"
9988590,HY178551,03/10/2015 12:30:00 AM,006XX E 90TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0633,006,6,44,06,1182173,1845406,2015,03/17/2015 12:53:42 PM,41.731012823,-87.608221941,"(41.731012823, -87.608221941)"
9988077,HY178301,03/10/2015 12:30:00 AM,068XX S JEFFERY BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0332,003,5,43,08B,1190678,1860195,2015,03/17/2015 12:53:42 PM,41.7713943,-87.57658905,"(41.7713943, -87.57658905)"
9988082,HY178288,03/10/2015 12:28:00 AM,013XX W 76TH ST,0460,BATTERY,SIMPLE,OTHER,true,false,0612,006,17,71,08B,1168610,1854408,2015,03/17/2015 12:53:42 PM,41.756018376,-87.657649003,"(41.756018376, -87.657649003)"
9988060,HY178280,03/10/2015 12:20:00 AM,079XX S VINCENNES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,0621,006,17,44,08B,1174971,1852521,2015,03/17/2015 12:53:42 PM,41.750700758,-87.634393592,"(41.750700758, -87.634393592)"
9988063,HY178273,03/10/2015 12:18:00 AM,042XX W KAMERLING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2534,025,37,23,08B,1148068,1908615,2015,03/17/2015 12:53:42 PM,41.905187939,-87.731540081,"(41.905187939, -87.731540081)"
9988099,HY178281,03/10/2015 12:18:00 AM,081XX S STONY ISLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,true,true,0411,004,8,45,08B,1188176,1851523,2015,03/18/2015 12:40:28 PM,41.7476576,-87.586036518,"(41.7476576, -87.586036518)"
9988035,HY178267,03/10/2015 12:10:00 AM,043XX W FLOURNOY ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1131,011,24,26,26,1147447,1896641,2015,03/17/2015 12:53:42 PM,41.872341884,-87.734128379,"(41.872341884, -87.734128379)"
9988081,HY178291,03/10/2015 12:08:00 AM,003XX W MARQUETTE RD,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,true,false,0722,007,6,68,08A,1175433,1860492,2015,03/17/2015 12:53:42 PM,41.772563803,-87.632462623,"(41.772563803, -87.632462623)"
9988461,HY178529,03/10/2015 12:01:00 AM,027XX S PRAIRIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0133,001,4,35,07,1178539,1886499,2015,03/17/2015 12:53:42 PM,41.843859266,-87.620286008,"(41.843859266, -87.620286008)"
9997758,HY187900,03/10/2015 12:01:00 AM,061XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,STREET,false,false,0313,003,20,42,06,1180017,1864262,2015,03/18/2015 12:42:30 PM,41.782805317,-87.615543731,"(41.782805317, -87.615543731)"
9988170,HY178413,03/10/2015 12:01:00 AM,098XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0511,005,6,49,14,1180604,1839894,2015,03/17/2015 12:53:42 PM,41.715923338,-87.614138393,"(41.715923338, -87.614138393)"
9988615,HY178771,03/10/2015 12:00:00 AM,034XX W ADAMS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT/GARAGE(NON.RESID.),false,false,1123,011,28,27,14,1153169,1898894,2015,03/17/2015 12:53:42 PM,41.878412825,-87.713060494,"(41.878412825, -87.713060494)"
9988158,HY178318,03/10/2015 12:00:00 AM,012XX W 109TH ST,0560,ASSAULT,SIMPLE,APARTMENT,false,false,2234,022,34,75,08A,1170198,1832544,2015,03/17/2015 12:53:42 PM,41.695986009,-87.652463106,"(41.695986009, -87.652463106)"
9991759,HY181738,03/10/2015 12:00:00 AM,059XX S PULASKI RD,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,false,0813,008,13,65,20,1150689,1864545,2015,03/17/2015 12:53:42 PM,41.784203422,-87.723062563,"(41.784203422, -87.723062563)"
9988517,HY178460,03/10/2015 12:00:00 AM,034XX W BARRY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,false,false,1412,014,35,21,07,1152634,1920439,2015,03/17/2015 12:53:42 PM,41.937544884,-87.71445414,"(41.937544884, -87.71445414)"
9989122,HY179387,03/10/2015 12:00:00 AM,034XX W LE MOYNE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1422,014,26,23,06,1153317,1909719,2015,03/17/2015 12:53:42 PM,41.908114749,-87.712229342,"(41.908114749, -87.712229342)"
9988866,HY178968,03/10/2015 12:00:00 AM,028XX W 25TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1033,010,12,30,14,1157840,1886915,2015,03/17/2015 12:53:42 PM,41.845447282,-87.696235926,"(41.845447282, -87.696235926)"
9988208,HY178442,03/09/2015 11:59:00 PM,026XX N LONG AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2514,025,31,19,14,1139958,1917395,2015,03/16/2015 12:53:05 PM,41.929433494,-87.76111589,"(41.929433494, -87.76111589)"
9988046,HY178290,03/09/2015 11:58:00 PM,029XX W 25TH ST,2022,NARCOTICS,POSS: COCAINE,STREET,true,false,1033,010,12,30,18,1157385,1887226,2015,03/16/2015 12:53:05 PM,41.846309951,-87.697897289,"(41.846309951, -87.697897289)"
9988055,HY178283,03/09/2015 11:56:00 PM,101XX S STATE ST,0560,ASSAULT,SIMPLE,SIDEWALK,true,true,0511,005,9,49,08A,1178089,1837501,2015,03/16/2015 12:53:05 PM,41.709413903,-87.623421775,"(41.709413903, -87.623421775)"
9988054,HY178278,03/09/2015 11:55:00 PM,023XX N BOSWORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1811,018,32,7,08B,1165548,1915874,2015,03/16/2015 12:53:05 PM,41.924752638,-87.667123327,"(41.924752638, -87.667123327)"
9988071,HY178264,03/09/2015 11:55:00 PM,021XX S HOYNE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1234,012,25,31,03,1162652,1890025,2015,03/16/2015 12:53:05 PM,41.853882121,-87.678489336,"(41.853882121, -87.678489336)"
9988093,HY178262,03/09/2015 11:50:00 PM,030XX W VAN BUREN ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1124,011,28,27,03,1156261,1898048,2015,03/16/2015 12:53:05 PM,41.876029435,-87.701730147,"(41.876029435, -87.701730147)"
9991625,HY181321,03/09/2015 11:50:00 PM,070XX S MICHIGAN AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,false,false,0322,003,6,69,10,1178416,1858514,2015,03/16/2015 12:53:05 PM,41.767068732,-87.621587851,"(41.767068732, -87.621587851)"
9988079,HY178270,03/09/2015 11:45:00 PM,059XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0232,002,20,40,14,1177773,1865609,2015,03/16/2015 12:53:05 PM,41.78655273,-87.623730102,"(41.78655273, -87.623730102)"
9988118,HY178286,03/09/2015 11:45:00 PM,004XX N CENTRAL AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1523,015,28,25,03,1138996,1902571,2015,03/16/2015 12:53:05 PM,41.888772273,-87.765011945,"(41.888772273, -87.765011945)"
9988739,HY178486,03/09/2015 11:40:00 PM,038XX N PAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1631,016,36,17,14,1121755,1924470,2015,03/16/2015 12:53:05 PM,41.949162092,-87.827854827,"(41.949162092, -87.827854827)"
9988043,HY178261,03/09/2015 11:40:00 PM,051XX S WELLS ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0935,009,3,37,15,1175436,1870781,2015,03/16/2015 12:53:05 PM,41.80079783,-87.632144035,"(41.80079783, -87.632144035)"
9991676,HY178711,03/09/2015 11:30:00 PM,047XX S CAMPBELL AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0922,009,12,58,04A,1160457,1873229,2015,03/16/2015 12:53:05 PM,41.807837629,-87.687009642,"(41.807837629, -87.687009642)"
9988051,HY178269,03/09/2015 11:30:00 PM,048XX W IRVING PARK RD,0560,ASSAULT,SIMPLE,HOTEL/MOTEL,false,false,1634,016,45,15,08A,1143170,1926110,2015,03/16/2015 12:53:05 PM,41.95328884,-87.749094301,"(41.95328884, -87.749094301)"
9988115,HY178271,03/09/2015 11:30:00 PM,001XX S PULASKI RD,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1115,011,28,26,03,1149702,1899327,2015,03/16/2015 12:53:05 PM,41.879669076,-87.725779412,"(41.879669076, -87.725779412)"
9988045,HY178254,03/09/2015 11:29:00 PM,034XX W OGDEN AVE,1330,CRIMINAL TRESPASS,TO LAND,POLICE FACILITY/VEH PARKING LOT,true,false,1024,010,24,29,26,1153981,1890732,2015,03/16/2015 12:53:05 PM,41.855999262,-87.710296496,"(41.855999262, -87.710296496)"
9988104,HY178284,03/09/2015 11:21:00 PM,026XX W WABANSIA AVE,0558,ASSAULT,AGG PRO.EMP: OTHER DANG WEAPON,STREET,true,false,1421,014,1,24,04A,1158720,1911168,2015,03/16/2015 12:53:05 PM,41.911981849,-87.692341661,"(41.911981849, -87.692341661)"
9988009,HY178249,03/09/2015 11:20:00 PM,041XX S WABASH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0213,002,3,38,18,1177357,1877774,2015,03/16/2015 12:53:05 PM,41.819944027,-87.624887727,"(41.819944027, -87.624887727)"
9988062,HY178259,03/09/2015 11:20:00 PM,017XX N ROCKWELL ST,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,false,false,1421,014,1,24,04A,1158727,1911358,2015,03/16/2015 12:53:05 PM,41.91250308,-87.692310729,"(41.91250308, -87.692310729)"
9988144,HY178238,03/09/2015 11:15:00 PM,032XX N HAMLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1732,,30,21,14,,,2015,03/16/2015 12:53:05 PM,,,
9988080,HY178279,03/09/2015 11:05:00 PM,070XX S CLYDE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,false,false,0331,003,5,43,15,1191472,1858589,2015,03/16/2015 12:53:05 PM,41.766968104,-87.573730564,"(41.766968104, -87.573730564)"
9988095,HY178242,03/09/2015 11:05:00 PM,007XX E MARQUETTE RD,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,GAS STATION,false,false,0321,003,20,42,04A,1182663,1861385,2015,03/16/2015 12:53:05 PM,41.77484954,-87.60593201,"(41.77484954, -87.60593201)"
9988067,HY178303,03/09/2015 11:03:00 PM,070XX S CLYDE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,0331,003,5,43,18,1191391,1858639,2015,03/16/2015 12:53:05 PM,41.767107271,-87.574025838,"(41.767107271, -87.574025838)"
9995051,HY185729,03/09/2015 11:00:00 PM,001XX W HURON ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,1832,018,42,8,06,1175266,1905005,2015,03/16/2015 12:53:05 PM,41.894714873,-87.631742091,"(41.894714873, -87.631742091)"
9988398,HY178561,03/09/2015 11:00:00 PM,034XX W 21ST ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1024,010,24,29,06,1153664,1889880,2015,03/16/2015 12:53:05 PM,41.853667581,-87.7114827,"(41.853667581, -87.7114827)"
9988304,HY178464,03/09/2015 11:00:00 PM,015XX W 91ST ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2221,022,21,73,03,1167346,1844338,2015,03/16/2015 12:53:05 PM,41.728412,-87.662568948,"(41.728412, -87.662568948)"
9989255,HY178347,03/09/2015 10:57:00 PM,079XX S KINGSTON AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,0422,004,7,46,06,1194606,1852803,2015,03/16/2015 12:53:05 PM,41.751014363,-87.562433469,"(41.751014363, -87.562433469)"
9987995,HY178232,03/09/2015 10:55:00 PM,037XX W CHICAGO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1112,011,27,23,18,1151276,1905041,2015,03/16/2015 12:53:05 PM,41.895318169,-87.719849868,"(41.895318169, -87.719849868)"
9988020,HY178237,03/09/2015 10:52:00 PM,005XX N ST LOUIS AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,true,false,1121,011,27,23,07,1152988,1903548,2015,03/16/2015 12:53:05 PM,41.891187466,-87.713601683,"(41.891187466, -87.713601683)"
9988084,HY178230,03/09/2015 10:50:00 PM,042XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1111,011,37,23,08B,1147818,1907620,2015,03/16/2015 12:53:05 PM,41.902462365,-87.73248402,"(41.902462365, -87.73248402)"
9988076,HY178228,03/09/2015 10:50:00 PM,033XX W CONGRESS PKWY,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1134,011,28,27,03,1153898,1897531,2015,03/16/2015 12:53:05 PM,41.874658121,-87.71042007,"(41.874658121, -87.71042007)"
9988021,HY178244,03/09/2015 10:45:00 PM,112XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,true,true,0531,005,9,49,08B,1179536,1830382,2015,03/16/2015 12:53:05 PM,41.689845525,-87.618339143,"(41.689845525, -87.618339143)"
9988061,HY178220,03/09/2015 10:45:00 PM,012XX N LOCKWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2532,025,37,25,14,1140840,1907695,2015,03/16/2015 12:53:05 PM,41.902799429,-87.758113824,"(41.902799429, -87.758113824)"
9988028,HY178250,03/09/2015 10:45:00 PM,015XX S KILDARE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1012,010,24,29,08B,1147926,1892221,2015,03/16/2015 12:53:05 PM,41.860203678,-87.732483324,"(41.860203678, -87.732483324)"
